model,rep,fold,accuracy,precision,recall,f1,roc_auc,pr_auc
Centrality:DEGREE,3,2,82.73092369477911,100.0,30.64516129032258,46.913580246913575,0.9950405382094186,0.9872869937443852
Centrality:BETWEENNESS,3,2,75.90361445783132,75.0,4.838709677419355,9.090909090909092,0.921166120407107,0.7869152430546567
Centrality:CLOSENESS,3,2,40.16064257028113,29.383886255924168,100.0,45.42124542124542,0.9867603933068829,0.9655944020601626
Centrality:EIGENVECTOR,3,2,80.32128514056225,100.0,20.967741935483872,34.66666666666667,0.9978437122649647,0.9942974541022079
Centrality:CLUSTERING,3,2,67.46987951807229,12.0,4.838709677419355,6.896551724137931,0.5257029498016215,0.23795123381519653
RWR,3,2,84.73895582329317,100.0,38.70967741935484,55.81395348837209,0.9819734345351043,0.9578212234357246
LogReg,3,2,97.99196787148594,93.84615384615384,98.38709677419355,96.06299212598425,0.9996549939623943,0.9990224828934506
RandomForest,3,2,96.78714859437751,92.1875,95.16129032258065,93.65079365079364,0.9975849577367604,0.9934394112073612
GradBoost,3,2,98.39357429718876,98.33333333333333,95.16129032258065,96.72131147540983,0.9986199758495773,0.9962003508318149
MLP,3,2,98.39357429718876,100.0,93.54838709677419,96.66666666666667,0.9987924788683802,0.9965585608850912
GCN,3,2,90.76305220883533,72.94117647058823,100.0,84.35374149659864,0.98231844057271,0.9503361066888368
GraphSAGE,3,2,99.19678714859438,98.38709677419355,98.38709677419355,98.38709677419355,0.9997412454717958,0.9992194275684834
GAT-LR,3,2,97.99196787148594,96.72131147540983,95.16129032258065,95.9349593495935,0.9918061066068655,0.9863040913322576
Majority,3,3,75.1004016064257,0.0,0.0,0.0,0.5,0.24899598393574296
Centrality:DEGREE,3,3,77.51004016064257,100.0,9.67741935483871,17.647058823529413,0.9951699154735208,0.9840563048069311
Centrality:BETWEENNESS,3,3,75.50200803212851,100.0,1.6129032258064515,3.1746031746031744,0.927376229084009,0.8144015016383809
Centrality:CLOSENESS,3,3,85.54216867469879,63.26530612244898,100.0,77.5,0.9827496981197171,0.9517669118044787
Centrality:EIGENVECTOR,3,3,79.11646586345381,100.0,16.129032258064516,27.77777777777778,0.9937898913230981,0.9793493985728792
Centrality:CLUSTERING,3,3,66.26506024096386,7.6923076923076925,3.225806451612903,4.545454545454546,0.5942297740210454,0.26698005160278304
RWR,3,3,76.70682730923694,100.0,6.451612903225806,12.121212121212121,0.9820596860445058,0.9552084978008416
LogReg,3,3,97.99196787148594,92.53731343283582,100.0,96.12403100775194,0.9987062273589788,0.9958170742635939
RandomForest,3,3,98.39357429718876,95.3125,98.38709677419355,96.82539682539682,0.9994824909435913,0.9985104501233534
GradBoost,3,3,98.39357429718876,96.7741935483871,96.7741935483871,96.7741935483871,0.9981024667931689,0.9941145743881654
MLP,3,3,98.79518072289156,95.38461538461539,100.0,97.63779527559055,0.9993099879247888,0.9979107496846089
GCN,3,3,81.52610441767068,57.99999999999999,93.54838709677419,71.60493827160494,0.9627393479385888,0.9324438366727903
GraphSAGE,3,3,98.79518072289156,95.38461538461539,100.0,97.63779527559055,0.9988787303777816,0.9964435034953363
GAT-LR,3,3,97.59036144578313,93.75,96.7741935483871,95.23809523809523,0.9938761428324996,0.9869020545251773
Majority,3,4,74.69879518072288,0.0,0.0,0.0,0.5,0.25301204819277107
Centrality:DEGREE,3,4,76.30522088353415,100.0,6.349206349206349,11.940298507462686,0.9965437788018433,0.9890810746167991
Centrality:BETWEENNESS,3,4,75.1004016064257,100.0,1.5873015873015872,3.125,0.9039085168117427,0.7737061837260589
Centrality:CLOSENESS,3,4,63.45381526104418,40.909090909090914,100.0,58.06451612903226,0.9883512544802867,0.9685422165218638
Centrality:EIGENVECTOR,3,4,76.70682730923694,100.0,7.936507936507936,14.705882352941178,0.9897593445980543,0.9723938384566113
Centrality:CLUSTERING,3,4,67.46987951807229,15.384615384615385,6.349206349206349,8.98876404494382,0.4808414405188599,0.2315435611846529
RWR,3,4,76.30522088353415,100.0,6.349206349206349,11.940298507462686,0.9781532684758492,0.9426322558479978
LogReg,3,4,97.99196787148594,92.64705882352942,100.0,96.18320610687023,0.9988905956647892,0.9968342759101666
RandomForest,3,4,97.99196787148594,93.93939393939394,98.4126984126984,96.12403100775194,0.9987199180747568,0.9963820317710261
GradBoost,3,4,97.59036144578313,96.72131147540983,93.65079365079364,95.16129032258065,0.9988905956647892,0.9968711989816644
MLP,3,4,97.99196787148594,95.3125,96.82539682539682,96.06299212598425,0.9988052568697731,0.996600360229562
GCN,3,4,87.14859437751004,66.66666666666666,98.4126984126984,79.48717948717949,0.9786653012459464,0.9430319283915458
GraphSAGE,3,4,98.79518072289156,95.45454545454545,100.0,97.67441860465115,0.9996586448199352,0.999003630493646
GAT-LR,3,4,95.18072289156626,84.0,100.0,91.30434782608695,0.9889912954429084,0.9547591109026996
Majority,4,0,75.1004016064257,0.0,0.0,0.0,0.5,0.24899598393574296
Centrality:DEGREE,4,0,77.91164658634538,100.0,11.29032258064516,20.28985507246377,0.9958168017940314,0.987426231093214
Centrality:BETWEENNESS,4,0,76.30522088353415,100.0,4.838709677419355,9.230769230769232,0.9152147662584096,0.7991775994339836
Centrality:CLOSENESS,4,0,57.028112449799195,36.68639053254438,100.0,53.67965367965368,0.9774021045368294,0.9427238373426435
Centrality:EIGENVECTOR,4,0,78.3132530120482,100.0,12.903225806451612,22.857142857142858,0.9893048128342247,0.9667334469986864
Centrality:CLUSTERING,4,0,67.06827309236948,8.333333333333332,3.225806451612903,4.651162790697675,0.5153958944281525,0.2350864984904337
RWR,4,0,78.3132530120482,100.0,12.903225806451612,22.857142857142858,0.9792996377436605,0.943175499083483
LogReg,4,0,95.58232931726907,85.91549295774648,98.38709677419355,91.72932330827066,0.9967224426427462,0.9905886159147916
RandomForest,4,0,96.3855421686747,89.55223880597015,96.7741935483871,93.02325581395348,0.9978868380196654,0.9941900531599661
GradBoost,4,0,96.78714859437751,92.1875,95.16129032258065,93.65079365079364,0.9969811971709506,0.9914473917420072
MLP,4,0,97.18875502008032,92.3076923076923,96.7741935483871,94.48818897637796,0.9974987062273589,0.9929168981657406
GCN,4,0,83.93574297188755,60.78431372549019,100.0,75.60975609756098,0.9824046920821115,0.9530389606478791
GraphSAGE,4,0,97.18875502008032,91.04477611940298,98.38709677419355,94.57364341085271,0.9993099879247886,0.9981035756835422
GAT-LR,4,0,96.3855421686747,89.55223880597015,96.7741935483871,93.02325581395348,0.9932723822666897,0.9769811963153641
Majority,4,1,75.1004016064257,0.0,0.0,0.0,0.5,0.24899598393574296
Centrality:DEGREE,4,1,80.72289156626506,100.0,22.58064516129032,36.84210526315789,0.9968949456615491,0.9890654356292504
Centrality:BETWEENNESS,4,1,75.50200803212851,66.66666666666666,3.225806451612903,6.153846153846154,0.888476798343971,0.7090038738567267
Centrality:CLOSENESS,4,1,55.42168674698795,35.83815028901734,100.0,52.76595744680851,0.9792565119889598,0.941917970055164
Centrality:EIGENVECTOR,4,1,83.53413654618474,100.0,33.87096774193548,50.602409638554214,0.9962049335863377,0.9892565709148924
Centrality:CLUSTERING,4,1,65.06024096385542,12.121212121212121,6.451612903225806,8.421052631578947,0.5844402277039848,0.2635027926167556
RWR,4,1,81.52610441767068,100.0,25.806451612903224,41.02564102564102,0.976280834914611,0.9393369482226339
LogReg,4,1,99.59839357429718,98.4126984126984,100.0,99.2,0.9999137484905986,0.9997439836149513
RandomForest,4,1,99.59839357429718,100.0,98.38709677419355,99.1869918699187,1.0,1.0
GradBoost,4,1,98.79518072289156,100.0,95.16129032258065,97.52066115702479,0.9998274969811971,0.9994959677419355
MLP,4,1,98.79518072289156,100.0,95.16129032258065,97.52066115702479,0.9996549939623943,0.9990224828934506
GCN,4,1,71.8875502008032,46.96969696969697,100.0,63.91752577319587,0.9725720200103501,0.9376204134139436
GraphSAGE,4,1,99.59839357429718,100.0,98.38709677419355,99.1869918699187,1.0,1.0
GAT-LR,4,1,98.39357429718876,95.3125,98.38709677419355,96.82539682539682,0.9982749698119717,0.995092255573699
Majority,4,2,75.1004016064257,0.0,0.0,0.0,0.5,0.24899598393574296
Centrality:DEGREE,4,2,78.714859437751,100.0,14.516129032258066,25.352112676056336,0.9963343108504399,0.9895060665164607
Centrality:BETWEENNESS,4,2,75.90361445783132,100.0,3.225806451612903,6.25,0.9259099534241849,0.8334549499801287
Centrality:CLOSENESS,4,2,49.79919678714859,33.155080213903744,100.0,49.79919678714859,0.9800759013282732,0.9530792241746684
Centrality:EIGENVECTOR,4,2,78.3132530120482,100.0,12.903225806451612,22.857142857142858,0.9919786096256685,0.9762753695167726
Centrality:CLUSTERING,4,2,66.66666666666666,8.0,3.225806451612903,4.597701149425287,0.5432120062101087,0.24253739814309833
RWR,4,2,78.3132530120482,100.0,12.903225806451612,22.857142857142858,0.9822321890633086,0.9560581665753736
LogReg,4,2,97.59036144578313,91.17647058823529,100.0,95.38461538461539,0.9994824909435915,0.9984995347394539
RandomForest,4,2,97.59036144578313,95.16129032258065,95.16129032258065,95.16129032258065,0.9977143350008626,0.9934316061813012
GradBoost,4,2,97.99196787148594,98.30508474576271,93.54838709677419,95.86776859504133,0.9981024667931688,0.9947161006196439
MLP,4,2,98.79518072289156,98.36065573770492,96.7741935483871,97.5609756097561,0.9995687424529929,0.9987025944911664
GCN,4,2,79.11646586345381,54.46428571428571,98.38709677419355,70.11494252873564,0.9404002070036226,0.8490133736747525
GraphSAGE,4,2,99.59839357429718,98.4126984126984,100.0,99.2,0.9991374849059859,0.9972362253470965
GAT-LR,4,2,98.79518072289156,95.38461538461539,100.0,97.63779527559055,0.9884422977402105,0.9226030091714861
Majority,4,3,75.1004016064257,0.0,0.0,0.0,0.5,0.24899598393574296
Centrality:DEGREE,4,3,76.70682730923694,100.0,6.451612903225806,12.121212121212121,0.9958168017940314,0.9858263367986195
Centrality:BETWEENNESS,4,3,75.50200803212851,100.0,1.6129032258064515,3.1746031746031744,0.9290150077626358,0.8299711162079021
Centrality:CLOSENESS,4,3,69.87951807228916,45.25547445255474,100.0,62.311557788944725,0.9899516991547352,0.9712694401450324
Centrality:EIGENVECTOR,4,3,78.3132530120482,100.0,12.903225806451612,22.857142857142858,0.9951699154735207,0.9852041402551657
Centrality:CLUSTERING,4,3,64.65863453815261,6.666666666666667,3.225806451612903,4.3478260869565215,0.4864153872692772,0.22288865889658854
RWR,4,3,76.30522088353415,100.0,4.838709677419355,9.230769230769232,0.9850784888735553,0.9581133487135973
LogReg,4,3,99.19678714859438,96.875,100.0,98.4126984126984,0.9998274969811971,0.9994959677419355
RandomForest,4,3,99.59839357429718,98.4126984126984,100.0,99.2,0.9999137484905986,0.9997439836149513
GradBoost,4,3,97.59036144578313,98.27586206896551,91.93548387096774,95.0,0.9992237364153873,0.9976277842063973
MLP,4,3,99.19678714859438,100.0,96.7741935483871,98.36065573770492,0.9998274969811971,0.9994838379333697
GCN,4,3,90.76305220883533,73.49397590361446,98.38709677419355,84.13793103448276,0.9925823701914783,0.9827956028924005
GraphSAGE,4,3,99.59839357429718,98.4126984126984,100.0,99.2,1.0,1.0
GAT-LR,4,3,99.19678714859438,96.875,100.0,98.4126984126984,0.9981887183025703,0.9937655807420707
Majority,4,4,74.69879518072288,0.0,0.0,0.0,0.5,0.25301204819277107
Centrality:DEGREE,4,4,75.90361445783132,100.0,4.761904761904762,9.090909090909092,0.9972264891619731,0.9912327015330578
Centrality:BETWEENNESS,4,4,75.1004016064257,100.0,1.5873015873015872,3.125,0.8989588667008022,0.7782186046355786
Centrality:CLOSENESS,4,4,54.21686746987952,35.59322033898305,100.0,52.5,0.9748250554702168,0.937990169753157
Centrality:EIGENVECTOR,4,4,77.51004016064257,100.0,11.11111111111111,20.0,0.9933435739887353,0.9808858614785869
Centrality:CLUSTERING,4,4,67.46987951807229,15.384615384615385,6.349206349206349,8.98876404494382,0.5079791773340161,0.2404334351670979
RWR,4,4,75.50200803212851,100.0,3.1746031746031744,6.153846153846154,0.9775558969107356,0.9416390208159647
LogReg,4,4,97.59036144578313,91.30434782608695,100.0,95.45454545454545,0.9993172896398703,0.9980196246038411
RandomForest,4,4,97.59036144578313,92.53731343283582,98.4126984126984,95.38461538461539,0.9988479262672811,0.996724239723529
GradBoost,4,4,99.19678714859438,96.92307692307692,100.0,98.4375,0.9994879672299027,0.9984788668541281
MLP,4,4,97.99196787148594,93.93939393939394,98.4126984126984,96.12403100775194,0.9993172896398703,0.9981607457797933
GCN,4,4,78.714859437751,55.10204081632652,85.71428571428571,67.08074534161491,0.9230244068953746,0.8513083100207267
GraphSAGE,4,4,98.79518072289156,95.45454545454545,100.0,97.67441860465115,1.0,0.9999999999999999
GAT-LR,4,4,98.39357429718876,95.38461538461539,98.4126984126984,96.875,0.9973544973544974,0.9913984114097713
