experiment,T,pctl,rep,fold,test_positive_rate,model,accuracy,precision,recall,f1,roc_auc,pr_auc,task_seconds
threshold,2,90,0,2,0.10040160642570281,RandomForest,98.39357429718876,86.20689655172413,100.0,92.5925925925926,0.9998214285714286,0.9984615384615385,88.2
threshold,2,90,0,2,0.10040160642570281,MLP,97.99196787148594,85.71428571428571,96.0,90.56603773584906,0.9989285714285714,0.9917333333333334,88.2
threshold,2,90,0,2,0.10040160642570281,GCN,85.94377510040161,41.66666666666667,100.0,58.82352941176471,0.9830357142857142,0.8827708314473021,88.2
threshold,2,90,0,2,0.10040160642570281,GraphSAGE,98.79518072289156,89.28571428571429,100.0,94.33962264150944,0.9994642857142858,0.9957142857142858,88.2
threshold,2,90,0,2,0.10040160642570281,GAT-LR,95.58232931726907,69.44444444444444,100.0,81.9672131147541,0.9832142857142857,0.7829292449958823,88.2
threshold,2,90,0,4,0.10040160642570281,Majority,89.95983935742971,0.0,0.0,0.0,0.5,0.10040160642570281,86.4
threshold,2,90,0,4,0.10040160642570281,Degree,92.3694779116466,100.0,24.0,38.70967741935484,0.9979464285714286,0.9806229295608606,86.4
threshold,2,90,0,4,0.10040160642570281,Eigenvector,93.57429718875501,100.0,36.0,52.94117647058824,0.9830357142857142,0.8626054030944489,86.4
threshold,2,90,0,4,0.10040160642570281,LogReg,96.3855421686747,73.52941176470588,100.0,84.7457627118644,0.9996428571428572,0.9970370370370372,86.4
threshold,2,90,0,4,0.10040160642570281,RandomForest,99.19678714859438,92.5925925925926,100.0,96.15384615384616,1.0,1.0,86.4
threshold,2,90,0,4,0.10040160642570281,MLP,98.79518072289156,92.3076923076923,96.0,94.11764705882352,0.9996428571428572,0.9970370370370372,86.4
threshold,2,90,0,4,0.10040160642570281,GCN,82.73092369477911,35.9375,92.0,51.68539325842697,0.9585714285714286,0.8750284113645459,86.4
threshold,2,90,0,4,0.10040160642570281,GraphSAGE,99.19678714859438,96.0,96.0,96.0,0.9992857142857143,0.9937703703703704,86.4
threshold,2,90,0,4,0.10040160642570281,GAT-LR,97.59036144578313,80.64516129032258,100.0,89.28571428571429,0.9975,0.9757162724723367,86.4
threshold,2,90,1,0,0.10040160642570281,Majority,89.95983935742971,0.0,0.0,0.0,0.5,0.10040160642570281,84.6
threshold,2,90,1,0,0.10040160642570281,Degree,97.59036144578313,100.0,76.0,86.36363636363636,0.9966071428571429,0.968582753800145,84.6
threshold,2,90,1,0,0.10040160642570281,Eigenvector,94.77911646586345,92.85714285714286,52.0,66.66666666666666,0.9919642857142857,0.9292269508044356,84.6
threshold,2,90,1,0,0.10040160642570281,LogReg,97.18875502008032,78.125,100.0,87.71929824561403,0.9994642857142858,0.9957142857142858,84.6
