experiment,rep,fold,model,accuracy,precision,recall,f1,roc_auc,pr_auc,task_seconds
sfari,4,1,MLP,76.95652173913044,31.25,10.638297872340425,15.873015873015872,0.5571445180792931,0.2851204978156666,47.3
sfari,4,1,GCN,55.21739130434783,28.46153846153846,78.72340425531915,41.80790960451977,0.6913149633763517,0.3471745181243917,47.3
sfari,4,1,GraphSAGE,63.91304347826087,29.545454545454547,55.319148936170215,38.51851851851852,0.6646901523078712,0.37169146771839245,47.3
sfari,4,1,GAT-LR,57.391304347826086,28.57142857142857,72.3404255319149,40.963855421686745,0.674688989652366,0.3483145927903948,47.3
sfari,4,2,Majority,79.13043478260869,0.0,0.0,0.0,0.5,0.20869565217391303,46.6
sfari,4,2,Degree,80.0,75.0,6.25,11.538461538461538,0.6466918498168497,0.37758399682869304,46.6
sfari,4,2,Eigenvector,80.0,66.66666666666666,8.333333333333332,14.814814814814813,0.6794871794871794,0.41475589666468776,46.6
sfari,4,2,SFARI reports (diagnostic),80.0,100.0,4.166666666666666,8.0,0.7326007326007326,0.5852862934398023,46.6
sfari,4,2,LogReg,67.82608695652173,33.33333333333333,54.166666666666664,41.269841269841265,0.6370192307692308,0.3909094126002187,46.6
sfari,4,2,RandomForest,71.30434782608695,32.69230769230769,35.41666666666667,34.0,0.6174450549450551,0.36077166703452807,46.6
sfari,4,2,MLP,79.56521739130434,53.333333333333336,16.666666666666664,25.396825396825395,0.6146978021978021,0.39378000257065937,46.6
sfari,4,2,GCN,50.0,26.573426573426573,79.16666666666666,39.79057591623037,0.7099358974358975,0.3979750049828803,46.6
sfari,4,2,GraphSAGE,70.0,36.36363636363637,58.333333333333336,44.800000000000004,0.6910485347985348,0.44003019530961873,46.6
sfari,4,2,GAT-LR,77.39130434782608,46.0,47.91666666666667,46.93877551020408,0.6808608058608059,0.41203560726438465,46.6
sfari,4,3,Majority,79.13043478260869,0.0,0.0,0.0,0.5,0.20869565217391303,46.6
sfari,4,3,Degree,80.0,75.0,6.25,11.538461538461538,0.7239583333333334,0.4338330606225028,46.6
sfari,4,3,Eigenvector,79.56521739130434,55.55555555555556,10.416666666666668,17.543859649122805,0.7285943223443223,0.4219584494051532,46.6
sfari,4,3,SFARI reports (diagnostic),80.0,75.0,6.25,11.538461538461538,0.9183836996336996,0.7742084643956353,46.6
sfari,4,3,LogReg,74.78260869565217,41.37931034482759,50.0,45.28301886792453,0.7293956043956045,0.42405061466968147,46.6
sfari,4,3,RandomForest,73.47826086956522,37.254901960784316,39.58333333333333,38.38383838383838,0.6335851648351648,0.3571976313338314,46.6
sfari,4,3,MLP,78.26086956521739,45.83333333333333,22.916666666666664,30.555555555555557,0.6229395604395604,0.3477056748753217,46.6
sfari,4,3,GCN,69.56521739130434,35.8974358974359,58.333333333333336,44.44444444444444,0.7377518315018314,0.40406306349944365,46.6
sfari,4,3,GraphSAGE,68.26086956521739,31.88405797101449,45.83333333333333,37.60683760683761,0.677312271062271,0.38319977902755303,46.6
sfari,4,3,GAT-LR,63.91304347826087,31.57894736842105,62.5,41.95804195804196,0.6806318681318682,0.36403476149773323,46.6
sfari,4,4,Majority,79.13043478260869,0.0,0.0,0.0,0.5,0.20869565217391303,45.2
sfari,4,4,Degree,80.8695652173913,75.0,12.5,21.428571428571427,0.6951121794871795,0.45920373143512055,45.2
sfari,4,4,Eigenvector,79.56521739130434,52.38095238095239,22.916666666666664,31.88405797101449,0.7198946886446888,0.4374267209440223,45.2
sfari,4,4,SFARI reports (diagnostic),83.91304347826087,100.0,22.916666666666664,37.28813559322034,0.7766140109890111,0.6978730748595986,45.2
sfari,4,4,LogReg,70.43478260869566,36.486486486486484,56.25,44.26229508196721,0.7028388278388279,0.43286851035795504,45.2
sfari,4,4,RandomForest,74.78260869565217,35.294117647058826,25.0,29.268292682926827,0.6762820512820513,0.36535230739516067,45.2
sfari,4,4,MLP,82.17391304347827,76.92307692307693,20.833333333333336,32.78688524590164,0.7332875457875457,0.4863887949145844,45.2
sfari,4,4,GCN,68.26086956521739,37.37373737373738,77.08333333333334,50.34013605442177,0.7581272893772893,0.43270673649998104,45.2
sfari,4,4,GraphSAGE,68.69565217391305,36.36363636363637,66.66666666666666,47.05882352941176,0.7458791208791209,0.4807726526271672,45.2
sfari,4,4,GAT-LR,67.82608695652173,33.75,56.25,42.1875,0.7416437728937728,0.45163043916691836,45.2
